,Signer,sign type,Class Label,Frame,Vid_name,Text
1465,Brady,Lexical Signs,HAMMER,31,Brady-session-ASL_2011_06_14_Brady-scene-31-4342-4372-camera1.mov,hammer
1466,Brady,Lexical Signs,HANDS,25,Brady-session-ASL_2011_06_14_Brady-scene-31-5096-5120-camera1.mov,hands
1467,Brady,Lexical Signs,HANG-UP-PHONE,34,Brady-session-ASL_2011_06_14_Brady-scene-31-5569-5602-camera1.mov,hang-up-phone
1468,Brady,Lexical Signs,HANGER,26,Brady-session-ASL_2011_06_14_Brady-scene-31-6076-6101-camera1.mov,hanger
1469,Brady,Lexical Signs,HANGER,35,Brady-session-ASL_2011_06_14_Brady-scene-31-5839-5873-camera1.mov,hanger
1470,Brady,Lexical Signs,HANUKKAH,27,Brady-session-ASL_2011_06_14_Brady-scene-31-6317-6343-camera1.mov,hanukkah
1471,Brady,Lexical Signs,HAPPEN,16,Brady-session-ASL_2011_06_14_Brady-scene-31-6530-6545-camera1.mov,happen
1472,Brady,Lexical Signs,HAPPY,30,Brady-session-ASL_2011_06_14_Brady-scene-31-6750-6779-camera1.mov,happy
1473,Brady,Lexical Signs,HAPPY,76,Brady-session-ASL_2011_07_22_Brady-scene-16-2646-2721-camera1.mov,happy
1474,Brady,Lexical Signs,HAPPY,31,Brady-session-ASL_2011_06_14_Brady-scene-43-6359-6389-camera1.mov,happy
1475,Brady,Lexical Signs,HARD,21,Brady-session-ASL_2011_06_14_Brady-scene-31-6952-6972-camera1.mov,hard
1476,Brady,Lexical Signs,HARD-OF-HEARING,29,Brady-session-ASL_2011_06_14_Brady-scene-32-678-706-camera1.mov,hard-of-hearing
1477,Liz,Lexical Signs,HARMONICA,55,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-20-596-650-camera1.mov,harmonica
1478,Brady,Lexical Signs,HARP,63,Brady-session-ASL_2011_06_14_Brady-scene-32-1278-1340-camera1.mov,harp
1479,Brady,Lexical Signs,HAT,28,Brady-session-ASL_2011_06_14_Brady-scene-32-2525-2552-camera1.mov,hat
1480,Brady,Lexical Signs,HATE,19,Brady-session-ASL_2011_06_14_Brady-scene-32-2713-2731-camera1.mov,hate
1481,Brady,Lexical Signs,HAVE,35,Brady-session-ASL_2011_07_22_Brady-scene-20-514-548-camera1.mov,have
1482,Brady,Lexical Signs,HAVE,16,Brady-session-ASL_2011_06_14_Brady-scene-32-2921-2936-camera1.mov,have
1483,Brady,Lexical Signs,HEAD,21,Brady-session-ASL_2011_06_14_Brady-scene-32-4183-4203-camera1.mov,head
1484,Brady,Lexical Signs,HEAD-COLD,28,Brady-session-ASL_2011_06_14_Brady-scene-31-4584-4611-camera1.mov,head-cold
1485,Brady,Lexical Signs,HEAD-COLD,27,Brady-session-ASL_2011_06_14_Brady-scene-31-4849-4875-camera1.mov,head-cold
1486,Brady,Lexical Signs,HEAD-COLD,56,Brady-session-ASL_2011_07_22_Brady-scene-44-1093-1148-camera1.mov,head-cold
1487,Brady,Lexical Signs,HEAD-COLD,27,Brady-session-ASL_2011_06_08_Brady-scene-28-13306-13332-camera1.mov,head-cold
1488,Brady,Lexical Signs,HEADACHE,35,Brady-session-ASL_2011_06_14_Brady-scene-32-4377-4411-camera1.mov,headache
1489,Brady,Lexical Signs,HEADLINE,28,Brady-session-ASL_2011_06_14_Brady-scene-32-4610-4637-camera1.mov,headline
1490,Brady,Lexical Signs,HEAR/LISTEN,30,Brady-session-ASL_2011_06_14_Brady-scene-50-2596-2625-camera1.mov,hear
1491,Brady,Compound Signs,HEAR+RUMBLE,51,Brady-session-ASL_2011_07_22_Brady-scene-5-1916-1966-camera1.mov,hear rumble
1492,Brady,Lexical Signs,HEARING,20,Brady-session-ASL_2011_06_14_Brady-scene-32-5545-5564-camera1.mov,hearing
1493,Brady,Lexical Signs,HEARING-AID,29,Brady-session-ASL_2011_06_14_Brady-scene-32-4833-4861-camera1.mov,hearing-aid
1494,Brady,Lexical Signs,HEART,26,Brady-session-ASL_2011_06_14_Brady-scene-32-7525-7550-camera1.mov,heart
1495,Brady,Lexical Signs,HEART-BEAT,62,Brady-session-ASL_2011_06_14_Brady-scene-33-1305-1366-camera1.mov,heart-beat
1496,Brady,Compound Signs,HEART+ATTACK,27,Brady-session-ASL_2011_06_14_Brady-scene-33-548-574-camera1.mov,heart attack
1497,Brady,Compound Signs,HEART+ATTACK,27,Brady-session-ASL_2011_07_22_Brady-scene-44-1775-1801-camera1.mov,heart attack
1498,Brady,Compound Signs,HEART+BEAT_4,68,Brady-session-ASL_2011_06_14_Brady-scene-33-1629-1696-camera1.mov,heart beat_4
1499,Brady,Compound Signs,HEART+HEART-BEAT,51,Brady-session-ASL_2011_06_14_Brady-scene-33-1026-1076-camera1.mov,heart heart-beat
1500,Brady,Lexical Signs,HEAVEN,37,Brady-session-ASL_2011_06_14_Brady-scene-33-1877-1913-camera1.mov,heaven
1501,Brady,Lexical Signs,HEAVY,19,Brady-session-ASL_2011_06_14_Brady-scene-33-2122-2140-camera1.mov,heavy
1502,Brady,Lexical Signs,HELICOPTER,31,Brady-session-ASL_2011_06_14_Brady-scene-33-3228-3258-camera1.mov,helicopter
1503,Brady,Lexical Signs,HELL,20,Brady-session-ASL_2011_06_14_Brady-scene-33-3500-3519-camera1.mov,hell
1504,Brady,Lexical Signs,HELLO,21,Brady-session-ASL_2011_06_14_Brady-scene-29-1865-1885-camera1.mov,hello
1505,Brady,Lexical Signs,HELLO,15,Brady-session-ASL_2011_06_14_Brady-scene-33-3755-3769-camera1.mov,hello
1506,Brady,Lexical Signs,HELMET,35,Brady-session-ASL_2011_06_14_Brady-scene-33-4462-4496-camera1.mov,helmet
1507,Brady,Lexical Signs,HELMET,33,Brady-session-ASL_2011_07_22_Brady-scene-41-1333-1365-camera1.mov,helmet
1508,Brady,Lexical Signs,HELP,25,Brady-session-ASL_2011_06_14_Brady-scene-33-5332-5356-camera1.mov,help
1509,Brady,Lexical Signs,HERE,28,Brady-session-ASL_2011_06_14_Brady-scene-33-5842-5869-camera1.mov,here
1510,Liz,Lexical Signs,HEREDITY,67,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-29-2785-2851-camera1.mov,heredity
1511,Brady,Lexical Signs,HEREDITY,36,Brady-session-ASL_2011_06_14_Brady-scene-33-6357-6392-camera1.mov,heredity
1512,Brady,Lexical Signs,HIGH,17,Brady-session-ASL_2011_06_14_Brady-scene-34-1218-1234-camera1.mov,high
1513,Brady,Lexical Signs,HIGH-HEELS,49,Brady-session-ASL_2011_06_14_Brady-scene-34-1659-1707-camera1.mov,high-heels
1514,Brady,Lexical Signs,HIGH-HEELS,59,Brady-session-ASL_2011_07_19_Brady-scene-47-997-1055-camera1.mov,high-heels
1515,Brady,Lexical Signs,HIGH-ON-DRUGS,19,Brady-session-ASL_2011_06_14_Brady-scene-34-1466-1484-camera1.mov,high-on-drugs
1516,Brady,Lexical Signs,HIGHWAY,24,Brady-session-ASL_2011_06_14_Brady-scene-34-2119-2142-camera1.mov,highway
1517,Brady,Lexical Signs,HILL,38,Brady-session-ASL_2011_06_14_Brady-scene-34-2874-2911-camera1.mov,hill
1518,Brady,Lexical Signs,HILL,57,Brady-session-ASL_2011_06_14_Brady-scene-34-3112-3168-camera1.mov,hill
1519,Liz,Lexical Signs,HILL,53,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-2-1856-1908-camera1.mov,hill
1520,Liz,Lexical Signs,HILL,81,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-2-2040-2120-camera1.mov,hill
1521,Brady,Lexical Signs,HISTORY,30,Brady-session-ASL_2011_06_14_Brady-scene-34-3991-4020-camera1.mov,history
1522,Brady,Lexical Signs,HIT,19,Brady-session-ASL_2011_06_08_Brady-scene-18-243-261-camera1.mov,hit
1523,Liz,Lexical Signs,HIT,43,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-24-319-361-camera1.mov,hit
1524,Brady,Lexical Signs,HIT,25,Brady-session-ASL_2011_06_08_Brady-scene-13-18323-18347-camera1.mov,hit
1525,Liz,Lexical Signs,HIT,51,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-30-2265-2315-camera1.mov,hit
1526,Brady,Lexical Signs,HIT,14,Brady-session-ASL_2011_06_14_Brady-scene-39-1266-1279-camera1.mov,hit
1527,Liz,Lexical Signs,HITCHHIKE,46,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-20-1035-1080-camera1.mov,hitchhike
1528,Brady,Lexical Signs,HITCHHIKE,21,Brady-session-ASL_2011_06_14_Brady-scene-34-4289-4309-camera1.mov,hitchhike
1529,Brady,Lexical Signs,HOCKEY,31,Brady-session-ASL_2011_06_14_Brady-scene-34-4530-4560-camera1.mov,hockey
1530,Brady,Lexical Signs,HOLD,27,Brady-session-ASL_2011_06_14_Brady-scene-34-4758-4784-camera1.mov,hold
1531,Liz,Lexical Signs,HOME,47,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-8-2130-2176-camera1.mov,home
1532,Brady,Lexical Signs,HOME,21,Brady-session-ASL_2011_06_14_Brady-scene-35-2469-2489-camera1.mov,home
1533,Brady,Lexical Signs,HOME,27,Brady-session-ASL_2011_07_19_Brady-scene-23-237-263-camera1.mov,home
1534,Brady,Lexical Signs,HOMEWORK,20,Brady-session-ASL_2011_06_14_Brady-scene-35-2718-2737-camera1.mov,homework
1535,Brady,Lexical Signs,HONEST,31,Brady-session-ASL_2011_07_22_Brady-scene-12-1696-1726-camera1.mov,honest
1536,Brady,Lexical Signs,HONEY/DEAR,26,Brady-session-ASL_2011_06_14_Brady-scene-35-2956-2981-camera1.mov,honey
1537,Liz,Lexical Signs,HONEYMOON,66,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-20-1190-1255-camera1.mov,honeymoon
1538,Brady,Lexical Signs,HONEYMOON,28,Brady-session-ASL_2011_06_14_Brady-scene-35-3494-3521-camera1.mov,honeymoon
1539,Brady,Lexical Signs,HONOR,23,Brady-session-ASL_2011_06_14_Brady-scene-35-4391-4413-camera1.mov,honor
1540,Brady,Lexical Signs,HOPE,21,Brady-session-ASL_2011_06_14_Brady-scene-35-4615-4635-camera1.mov,hope
1541,Brady,Lexical Signs,HORSE,26,Brady-session-ASL_2011_06_14_Brady-scene-35-5071-5096-camera1.mov,horse
1542,Brady,Compound Signs,"HORSE+ICL:S\holdingmovingpole\""""",94,Brady-session-ASL_2011_06_14_Brady-scene-56-722-815-camera1.mov,horse icl:s
1543,Brady,Compound Signs,HORSE+RIDE-ON,56,Brady-session-ASL_2011_06_14_Brady-scene-56-321-376-camera1.mov,horse ride-on
1544,Liz,Lexical Signs,HOSPITAL,86,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-6-1492-1577-camera1.mov,hospital
1545,Brady,Lexical Signs,HOSPITAL,22,Brady-session-ASL_2011_06_14_Brady-scene-35-5571-5592-camera1.mov,hospital
1546,Liz,Lexical Signs,HOSPITAL_2,81,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-11-4470-4550-camera1.mov,hospital_2
1547,Brady,Lexical Signs,HOSPITAL_2,29,Brady-session-ASL_2011_06_14_Brady-scene-35-6029-6057-camera1.mov,hospital_2
1548,Brady,Lexical Signs,HOT,14,Brady-session-ASL_2011_06_14_Brady-scene-35-6300-6313-camera1.mov,hot
1549,Liz,Lexical Signs,HOTEL,44,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-2-2317-2360-camera1.mov,hotel
1550,Brady,Lexical Signs,HOTEL,31,Brady-session-ASL_2011_06_14_Brady-scene-37-1332-1362-camera1.mov,hotel
1551,Liz,Lexical Signs,HOTEL,42,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-2-2490-2531-camera1.mov,hotel
1552,Brady,Lexical Signs,HOUR,30,Brady-session-ASL_2011_06_14_Brady-scene-37-2693-2722-camera1.mov,hour
1553,Liz,Lexical Signs,HOUSE,29,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-2-2644-2672-camera1.mov,house
1554,Brady,Lexical Signs,HOUSE,20,Brady-session-ASL_2011_06_14_Brady-scene-37-3013-3032-camera1.mov,house
1555,Liz,Lexical Signs,HOUSE,49,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-2-2801-2849-camera1.mov,house
1556,Brady,Lexical Signs,HOUSE,59,Brady-session-ASL_2011_06_14_Brady-scene-37-3294-3352-camera1.mov,house
1557,Liz,Compound Signs,HOUSE+PAY,68,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-15-3825-3892-camera1.mov,house pay
1558,Brady,Lexical Signs,HOW,29,Brady-session-ASL_2011_06_14_Brady-scene-37-3894-3922-camera1.mov,how
1559,Brady,Lexical Signs,HOW,31,Brady-session-ASL_2011_06_14_Brady-scene-37-4533-4563-camera1.mov,how
1560,Brady,Lexical Signs,HOW-MANY,21,Brady-session-ASL_2011_06_14_Brady-scene-37-5589-5609-camera1.mov,how-many
1561,Brady,Lexical Signs,HOW-MANY,20,Brady-session-ASL_2011_06_14_Brady-scene-37-5134-5153-camera1.mov,how-many
1562,Brady,Lexical Signs,HUMBLE,25,Brady-session-ASL_2011_06_14_Brady-scene-37-7315-7339-camera1.mov,humble
1563,Brady,Number Signs,HUNDRED,27,Brady-session-ASL_2011_06_14_Brady-scene-37-8781-8807-camera1.mov,hundred
1564,Brady,Lexical Signs,HUNTING,20,Brady-session-ASL_2011_07_19_Brady-scene-60-1183-1202-camera1.mov,hunting
1565,Brady,Lexical Signs,HURT,35,Brady-session-ASL_2011_07_19_Brady-scene-83-1424-1458-camera1.mov,hurt
1566,Brady,Lexical Signs,ICE-SKATE,64,Brady-session-ASL_2011_07_19_Brady-scene-85-1902-1965-camera1.mov,ice-skate
1567,Brady,Lexical Signs,IF,47,Brady-session-ASL_2011_07_19_Brady-scene-105-2503-2549-camera1.mov,if
1568,Brady,Lexical Signs,IGNITION-ON,25,Brady-session-ASL_2011_07_22_Brady-scene-13-1945-1969-camera1.mov,ignition-on
1569,Brady,Lexical Signs,IGNITION-ON,28,Brady-session-ASL_2011_07_22_Brady-scene-13-2235-2262-camera1.mov,ignition-on
1570,Brady,Lexical Signs,IGNORE,18,Brady-session-ASL_2011_06_14_Brady-scene-39-334-351-camera1.mov,ignore
1571,Liz,Lexical Signs,ILLEGAL,60,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-5-895-954-camera1.mov,illegal
1572,Liz,Lexical Signs,ILLEGAL,56,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-30-2090-2145-camera1.mov,illegal
1573,Brady,Lexical Signs,ILLEGAL,26,Brady-session-ASL_2011_06_14_Brady-scene-21-4745-4770-camera1.mov,illegal
1574,Brady,Lexical Signs,ILLEGAL,26,Brady-session-ASL_2011_06_14_Brady-scene-39-588-613-camera1.mov,illegal
1575,Brady,Lexical Signs,IMAGINE,36,Brady-session-ASL_2011_06_14_Brady-scene-39-814-849-camera1.mov,imagine
1576,Brady,Lexical Signs,IMAGINE,30,Brady-session-ASL_2011_07_19_Brady-scene-26-595-624-camera1.mov,imagine
1577,Brady,Lexical Signs,IMMATURE,29,Brady-session-ASL_2011_06_14_Brady-scene-39-1015-1043-camera1.mov,immature
1578,Brady,Lexical Signs,IMPORTANT,29,Brady-session-ASL_2011_06_14_Brady-scene-39-1480-1508-camera1.mov,important
1579,Brady,Lexical Signs,IMPOSSIBLE,35,Brady-session-ASL_2011_06_14_Brady-scene-39-1718-1752-camera1.mov,impossible
1580,Brady,Lexical Signs,IMPRESS,20,Brady-session-ASL_2011_06_14_Brady-scene-39-2170-2189-camera1.mov,impress
1581,Brady,Lexical Signs,IMPRESS-MEMORY,34,Brady-session-ASL_2011_07_22_Brady-scene-50-3083-3116-camera1.mov,impress-memory
1582,Brady,Lexical Signs,IMPROVE,33,Brady-session-ASL_2011_06_14_Brady-scene-39-2676-2708-camera1.mov,improve
1583,Brady,Lexical Signs,IMPROVE,34,Brady-session-ASL_2011_06_14_Brady-scene-39-3275-3308-camera1.mov,improve
1584,Brady,Lexical Signs,IN,17,Brady-session-ASL_2011_06_14_Brady-scene-39-3513-3529-camera1.mov,in
1585,Brady,Lexical Signs,IN,26,Brady-session-ASL_2011_06_14_Brady-scene-40-4414-4439-camera1.mov,in
1586,Liz,Lexical Signs,IN-FIVE-YEARS,36,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-16-2300-2335-camera1.mov,in-five-years
1587,Brady,Lexical Signs,IN-FIVE-YEARS,23,Brady-session-ASL_2011_06_14_Brady-scene-13-2864-2886-camera1.mov,in-five-years
1588,Liz,Lexical Signs,IN-FOUR-YEARS,37,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-16-2151-2187-camera1.mov,in-four-years
1589,Brady,Lexical Signs,IN-FOUR-YEARS,22,Brady-session-ASL_2011_06_14_Brady-scene-13-2627-2648-camera1.mov,in-four-years
1590,Liz,Lexical Signs,IN-THREE-YEARS,31,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-16-1995-2025-camera1.mov,in-three-years
1591,Brady,Lexical Signs,IN-THREE-YEARS,19,Brady-session-ASL_2011_06_14_Brady-scene-13-2397-2415-camera1.mov,in-three-years
1592,Brady,Lexical Signs,INCLUDE/INVOLVE,15,Brady-session-ASL_2011_06_14_Brady-scene-39-3740-3754-camera1.mov,include
1593,Brady,Lexical Signs,INCLUDE/INVOLVE,19,Brady-session-ASL_2011_06_14_Brady-scene-41-3604-3622-camera1.mov,include
1594,Brady,Lexical Signs,INCLUDE/INVOLVE,31,Brady-session-ASL_2011_07_19_Brady-scene-26-3051-3081-camera1.mov,include
1595,Brady,Lexical Signs,INCREASE,16,Brady-session-ASL_2011_06_14_Brady-scene-39-3966-3981-camera1.mov,increase
1596,Liz,Lexical Signs,INCREASE,77,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-23-460-536-camera1.mov,increase
1597,Brady,Lexical Signs,INDEPENDENT,17,Brady-session-ASL_2011_06_14_Brady-scene-39-4235-4251-camera1.mov,independent
1598,Brady,Lexical Signs,INDIVIDUAL,49,Brady-session-ASL_2011_06_14_Brady-scene-39-4725-4773-camera1.mov,individual
1599,Brady,Lexical Signs,INFLATE,25,Brady-session-ASL_2011_06_14_Brady-scene-10-6284-6308-camera1.mov,inflate
1600,Brady,Lexical Signs,INFORM,27,Brady-session-ASL_2011_06_14_Brady-scene-40-2949-2975-camera1.mov,inform
1601,Brady,Lexical Signs,INFORM,23,Brady-session-ASL_2011_07_19_Brady-scene-17-3002-3024-camera1.mov,inform
1602,Brady,Lexical Signs,INFORM,19,Brady-session-ASL_2011_07_22_Brady-scene-48-3487-3505-camera1.mov,inform
1603,Brady,Lexical Signs,INFORM,28,Brady-session-ASL_2011_06_14_Brady-scene-40-3177-3204-camera1.mov,inform
1604,Brady,Lexical Signs,INFORM,25,Brady-session-ASL_2011_06_14_Brady-scene-40-2710-2734-camera1.mov,inform
1605,Brady,Lexical Signs,INJECT,14,Brady-session-ASL_2011_06_14_Brady-scene-40-3950-3963-camera1.mov,inject
1606,Brady,Lexical Signs,INJECT,15,Brady-session-ASL_2011_07_22_Brady-scene-43-2500-2514-camera1.mov,inject
1607,Brady,Lexical Signs,INJECT,17,Brady-session-ASL_2011_06_14_Brady-scene-40-3702-3718-camera1.mov,inject
1608,Brady,Lexical Signs,INJECT,27,Brady-session-ASL_2011_07_22_Brady-scene-43-2394-2420-camera1.mov,inject
1609,Brady,Lexical Signs,INNOCENT,16,Brady-session-ASL_2011_06_14_Brady-scene-40-4179-4194-camera1.mov,innocent
1610,Brady,Lexical Signs,INSPIRE,26,Brady-session-ASL_2011_06_14_Brady-scene-40-4662-4687-camera1.mov,inspire
1611,Liz,Lexical Signs,INSTITUTE,77,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-30-2900-2976-camera1.mov,institute
1612,Brady,Lexical Signs,INSTITUTE,29,Brady-session-ASL_2011_06_14_Brady-scene-40-5159-5187-camera1.mov,institute
1613,Brady,Lexical Signs,INSTITUTE,26,Brady-session-ASL_2011_07_19_Brady-scene-57-1175-1200-camera1.mov,institute
1614,Brady,Lexical Signs,INSTITUTE,40,Brady-session-ASL_2011_06_14_Brady-scene-40-5900-5939-camera1.mov,institute
1615,Brady,Lexical Signs,INSULT,20,Brady-session-ASL_2011_06_14_Brady-scene-40-5404-5423-camera1.mov,insult
1616,Liz,Lexical Signs,INSURANCE/INFECTION,57,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-30-2520-2576-camera1.mov,insurance
1617,Brady,Lexical Signs,INSURANCE/INFECTION,27,Brady-session-ASL_2011_06_14_Brady-scene-40-805-831-camera1.mov,insurance
1618,Brady,Lexical Signs,INTERCOURSE,37,Brady-session-ASL_2011_06_14_Brady-scene-41-436-472-camera1.mov,intercourse
1619,Brady,Lexical Signs,INTERESTING,20,Brady-session-ASL_2011_06_14_Brady-scene-41-975-994-camera1.mov,interesting
1620,Brady,Lexical Signs,INTERNATIONAL,35,Brady-session-ASL_2011_06_14_Brady-scene-41-1445-1479-camera1.mov,international
1621,Brady,Lexical Signs,INTERPRET,36,Brady-session-ASL_2011_06_14_Brady-scene-41-1678-1713-camera1.mov,interpret
1622,Brady,Compound Signs,INTERPRET+AGENT,38,Brady-session-ASL_2011_06_14_Brady-scene-41-1944-1981-camera1.mov,interpret agent
1623,Brady,Lexical Signs,INTERRUPT,30,Brady-session-ASL_2011_06_14_Brady-scene-41-2179-2208-camera1.mov,interrupt
1624,Brady,Lexical Signs,INTERVIEW,34,Brady-session-ASL_2011_06_14_Brady-scene-41-2677-2710-camera1.mov,interview
1625,Brady,Lexical Signs,INTRODUCE,22,Brady-session-ASL_2011_06_14_Brady-scene-29-2727-2748-camera1.mov,introduce
1626,Brady,Lexical Signs,INTRODUCE,23,Brady-session-ASL_2011_06_14_Brady-scene-41-2898-2920-camera1.mov,introduce
1627,Brady,Lexical Signs,INVEST,53,Brady-session-ASL_2011_07_19_Brady-scene-99-702-754-camera1.mov,invest
1628,Brady,Lexical Signs,IRON-CLOTHES,28,Brady-session-ASL_2011_06_14_Brady-scene-42-800-827-camera1.mov,iron-clothes
1629,Brady,Lexical Signs,IRON-CLOTHES,49,Brady-session-ASL_2011_07_22_Brady-scene-45-3368-3416-camera1.mov,iron-clothes
1630,Brady,Lexical Signs,IRON-CLOTHES,70,Brady-session-ASL_2011_07_22_Brady-scene-45-3092-3161-camera1.mov,iron-clothes
1631,Brady,Lexical Signs,ISLAND/INTEREST,48,Brady-session-ASL_2011_06_14_Brady-scene-41-714-761-camera1.mov,island
1632,Brady,Lexical Signs,ISLAND/INTEREST,48,Brady-session-ASL_2011_06_14_Brady-scene-42-1225-1272-camera1.mov,island
1633,Brady,Lexical Signs,ISOLATED,41,Brady-session-ASL_2011_06_14_Brady-scene-40-1035-1075-camera1.mov,isolated
1634,Brady,Lexical Signs,IX-1p,47,Brady-session-ASL_2011_07_22_Brady-scene-15-489-535-camera1.mov,ix-1p
1635,Brady,Lexical Signs,IX-1p,28,Brady-session-ASL_2011_07_22_Brady-scene-25-2649-2676-camera1.mov,ix-1p
1636,Brady,Lexical Signs,IX,17,Brady-session-ASL_2011_07_22_Brady-scene-36-892-908-camera1.mov,ix
1637,Brady,Lexical Signs,IX-pl,28,Brady-session-ASL_2011_07_19_Brady-scene-116-100-127-camera1.mov,ix-pl
1638,Brady,Lexical Signs,IX-pl,30,Brady-session-ASL_2011_07_22_Brady-scene-36-1800-1829-camera1.mov,ix-pl
1639,Brady,Lexical Signs,IX-honorific,18,Brady-session-ASL_2011_07_19_Brady-scene-114-349-366-camera1.mov,ix-honorific
1640,Brady,Lexical Signs,IX-pl,16,Brady-session-ASL_2011_07_19_Brady-scene-114-1473-1488-camera1.mov,ix-pl
1641,Brady,Lexical Signs,IX,28,Brady-session-ASL_2011_06_14_Brady-scene-32-3974-4001-camera1.mov,ix
1642,Brady,Lexical Signs,IX,29,Brady-session-ASL_2011_07_19_Brady-scene-37-1691-1719-camera1.mov,ix
1643,Brady,Lexical Signs,IX,21,Brady-session-ASL_2011_07_19_Brady-scene-114-119-139-camera1.mov,ix
1644,Brady,Lexical Signs,J,21,Brady-session-ASL_2011_06_14_Brady-scene-42-5765-5785-camera1.mov,j
1645,Liz,Lexical Signs,JACK-O-LANTERN,61,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-20-425-485-camera1.mov,jack-o-lantern
1646,Brady,Lexical Signs,JAW,39,Brady-session-ASL_2011_06_14_Brady-scene-42-9682-9720-camera1.mov,jaw
1647,Brady,Lexical Signs,JEALOUS,12,Brady-session-ASL_2011_06_14_Brady-scene-42-9921-9932-camera1.mov,jealous
1648,Liz,Lexical Signs,JEWISH,40,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-30-3106-3145-camera1.mov,jewish
1649,Brady,Lexical Signs,JEWISH,28,Brady-session-ASL_2011_06_14_Brady-scene-42-3280-3307-camera1.mov,jewish
1650,Brady,Lexical Signs,JEWISH,22,Brady-session-ASL_2011_06_14_Brady-scene-43-1850-1871-camera1.mov,jewish
1651,Brady,Lexical Signs,JOIN,13,Brady-session-ASL_2011_06_14_Brady-scene-43-5284-5296-camera1.mov,join
1652,Brady,Lexical Signs,JUDGE,24,Brady-session-ASL_2011_06_14_Brady-scene-43-8741-8764-camera1.mov,judge
1653,Brady,Lexical Signs,JUGGLE,55,Brady-session-ASL_2011_06_14_Brady-scene-25-1846-1900-camera1.mov,juggle
1654,Brady,Lexical Signs,JUMP,29,Brady-session-ASL_2011_06_14_Brady-scene-43-9912-9940-camera1.mov,jump
1655,Brady,Lexical Signs,JUMP-FORWARD,26,Brady-session-ASL_2011_06_14_Brady-scene-43-11338-11363-camera1.mov,jump-forward
1656,Brady,Lexical Signs,JUMP-FORWARD,31,Brady-session-ASL_2011_06_14_Brady-scene-43-11593-11623-camera1.mov,jump-forward
1657,Brady,Lexical Signs,JUMPROPE,46,Brady-session-ASL_2011_06_14_Brady-scene-44-264-309-camera1.mov,jumprope
1658,Brady,Lexical Signs,JUNIOR,88,Brady-session-ASL_2011_06_14_Brady-scene-44-522-609-camera1.mov,junior
1659,Brady,Lexical Signs,JUNIOR_2,33,Brady-session-ASL_2011_06_14_Brady-scene-44-789-821-camera1.mov,junior_2
1660,Brady,Lexical Signs,K,25,Brady-session-ASL_2011_06_14_Brady-scene-44-1016-1040-camera1.mov,k
1661,Brady,Lexical Signs,KANGAROO,45,Brady-session-ASL_2011_06_14_Brady-scene-44-1247-1291-camera1.mov,kangaroo
1662,Brady,Lexical Signs,KARATE,26,Brady-session-ASL_2011_06_14_Brady-scene-44-1709-1734-camera1.mov,karate
1663,Brady,Lexical Signs,KEEP,15,Brady-session-ASL_2011_06_14_Brady-scene-44-3006-3020-camera1.mov,keep
1664,Brady,Lexical Signs,KEEP,21,Brady-session-ASL_2011_07_22_Brady-scene-46-137-157-camera1.mov,keep
1665,Brady,Lexical Signs,KEEP-IN-MIND,26,Brady-session-ASL_2011_06_08_Brady-scene-15-2019-2044-camera1.mov,keep-in-mind
1666,Brady,Lexical Signs,KEY,31,Brady-session-ASL_2011_06_14_Brady-scene-44-4688-4718-camera1.mov,key
1667,Brady,Lexical Signs,KEY,38,Brady-session-ASL_2011_07_22_Brady-scene-30-2339-2376-camera1.mov,key
1668,Brady,Lexical Signs,KICK,21,Brady-session-ASL_2011_06_14_Brady-scene-44-5230-5250-camera1.mov,kick
